"","V1","value"
"4381","határsértõ",-1
"4382","hatástalan",-1
"4383","hatástalanság",-1
"4384","hatásvadász",-1
"4385","hátborzongató",-1
"4386","hátborzongatóan",-1
"4387","hátfájás",-1
"4388","hatökör",-1
"4389","hátrahõköl",-1
"4390","hátralék",-1
"4391","hátralékos",-1
"4392","hátráltat",-1
"4393","hátráltató",-1
"4394","hátramaradás",-1
"4395","hátramozdító",-1
"4396","hátrány",-1
"4397","hátrányos",-1
"4398","hátulütõ",-1
"4399","hazaárulás",-1
"4400","házaló",-1
"4401","hazárd",-1
"4402","hazárdíroz",-1
"4403","házasságtörõ",-1
"4404","hazátlan",-1
"4405","házisárkány",-1
"4406","hazudó",-1
"4407","hazudós",-1
"4408","hazudozó",-1
"4409","hazug",-1
"4410","hazugság",-1
"4411","házsártos",-1
"4412","hebeg",-1
"4413","hebeg-habog",-1
"4414","hebehurgya",-1
"4415","hebehurgyaság",-1
"4416","hebrencs",-1
"4417","heccel",-1
"4418","hedonista",-1
"4419","hekliz",-1
"4420","hékliz",-1
"4421","hektikus",-1
"4422","helybenhagy",-1
"4423","helyrehozhatatlan",-1
"4424","helyszûke",-1
"4425","helytelen",-1
"4426","helytelenül",-1
"4427","henceg",-1
"4428","hencegõ",-1
"4429","hendikep",-1
"4430","henye",-1
"4431","hepciáskodik",-1
"4432","hepciáskodó",-1
"4433","hepp",-1
"4434","hercehurca",-1
"4435","herdáló",-1
"4436","herél",-1
"4437","hergel",-1
"4438","heroinista",-1
"4439","herpesz",-1
"4440","hervad",-1
"4441","hervadás",-1
"4442","hervadozik",-1
"4443","hervadt",-1
"4444","hervasztó",-1
"4445","hetvenkedik",-1
"4446","hetvenkedõ",-1
"4447","hiábavaló",-1
"4448","hiábavalóan",-1
"4449","hiány",-1
"4450","hiányos",-1
"4451","hiányosan",-1
"4452","hiányosság",-1
"4453","hiányosságok",-1
"4454","hiányzik",-1
"4455","hiányzó",-1
"4456","hiba",-1
"4457","hibás",-1
"4458","hibázik",-1
"4459","hibáztat",-1
"4460","hibáztatható",-1
"4461","hibbant",-1
"4462","hidegrázás",-1
"4463","hiedelem",-1
"4464","hígvelejû",-1
"4465","hímel-hámol",-1
"4466","hipochonder",-1
"4467","hipochondria",-1
"4468","hírhedt",-1
"4469","hírhedten",-1
"4470","hirtelenkedik",-1
"4471","hiszékeny",-1
"4472","hisztéria",-1
"4473","hisztériás",-1
"4474","hisztériázik",-1
"4475","hisztérika",-1
"4476","hisztérikus",-1
"4477","hisztérikusan",-1
"4478","hiszti",-1
"4479","hisztis",-1
"4480","hisztizik",-1
"4481","hitáruló",-1
"4482","hitehagyó",-1
"4483","hitehagyott",-1
"4484","hiteltelen",-1
"4485","hiteltelenné",-1
"4486","hitetlen",-1
"4487","hitetlenkedik",-1
"4488","hitetlenkedõ",-1
"4489","hitetlenkedve",-1
"4490","hitetlenség",-1
"4491","hitevesztett",-1
"4492","hitlerezik",-1
"4493","hitszegõ",-1
"4494","hittagadó",-1
"4495","hitvány",-1
"4496","hitványság",-1
"4497","hiú",-1
"4498","hiúság",-1
"4499","hivalkodik",-1
"4500","hivalkodó",-1
"4501","hízelgõ",-1
"4502","hóhér",-1
"4503","hóka",-1
"4504","holdkóros",-1
"4505","holt",-1
"4506","holtfáradt",-1
"4507","holtpont",-1
"4508","hólyag",-1
"4509","hólyagosodás",-1
"4510","hólyagosodik",-1
"4511","homeless",-1
"4512","hómlessz",-1
"4513","hontalan",-1
"4514","horrorisztikus",-1
"4515","horzsolás",-1
"4516","hörög",-1
"4517","hõsködés",-1
"4518","hõsködik",-1
"4519","hõsködõ",-1
"4520","húgyagyú",-1
"4521","húgykõ",-1
"4522","huligán",-1
"4523","hulla",-1
"4524","hulladék",-1
"4525","hullafáradt",-1
"4526","hurcol",-1
"4527","húz-von",-1
"4528","húzódozik",-1
"4529","húzódozó",-1
"4530","húzza-halasztja",-1
"4531","hüledezõ",-1
"4532","hülye",-1
"4533","hülyén",-1
"4534","hülyeség",-1
"4535","hûtlen",-1
"4536","hûtlenség",-1
"4537","idegbajos",-1
"4538","idegbeteg",-1
"4539","idegel",-1
"4540","idegenkedés",-1
"4541","idegenkedõ",-1
"4542","ideges",-1
"4543","idegesít",-1
"4544","idegesítõ",-1
"4545","idegesség",-1
"4546","idegláz",-1
"4547","idegosztály",-1
"4548","idejétmúlt",-1
"4549","idétlen",-1
"4550","idióta",-1
"4551","idiotizmus",-1
"4552","idõrabló",-1
"4553","idõszerûtlen",-1
"4554","igazolhatatlan",-1
"4555","igaztalan",-1
"4556","igazságtalan",-1
"4557","igazságtalanság",-1
"4558","igazságtalanul",-1
"4559","igénytelen",-1
"4560","ignorál",-1
"4561","ignoráns",-1
"4562","ihatatlan",-1
"4563","ijedelem",-1
"4564","ijedõs",-1
"4565","ijedtség",-1
"4566","ijesztget",-1
"4567","ijesztõ",-1
"4568","ijesztõen",-1
"4569","illegális",-1
"4570","illegálisan",-1
"4571","illegitim",-1
"4572","illetéktelen",-1
"4573","illetlen",-1
"4574","illetlenség",-1
"4575","illetlenül",-1
"4576","illogikus",-1
"4577","illojális",-1
"4578","illuminált",-1
"4579","illúzió",-1
"4580","imitál",-1
"4581","immel-ámmal",-1
"4582","ímmel-ámmal",-1
"4583","imperialista",-1
"4584","imperializmus",-1
"4585","imposztor",-1
"4586","impotens",-1
"4587","inaszakadtából",-1
"4588","incidens",-1
"4589","incselkedik",-1
"4590","indiszkrét",-1
"4591","indiszponált",-1
"4592","indokolatlan",-1
"4593","indokolatlanul",-1
"4594","indokolhatatlan",-1
"4595","indulat",-1
"4596","indulatos",-1
"4597","indulatosan",-1
"4598","infantilis",-1
"4599","infarktus",-1
"4600","infernális",-1
"4601","inflációs",-1
"4602","inflálódik",-1
"4603","ingadozik",-1
"4604","ingadozó",-1
"4605","ingatag",-1
"4606","ingerel",-1
"4607","ingerelhetõ",-1
"4608","ingerkedik",-1
"4609","ingerlékeny",-1
"4610","ingerlékenyen",-1
"4611","ingerszegény",-1
"4612","ingerült",-1
"4613","ingerülten",-1
"4614","ingoványos",-1
"4615","ingyenélõ",-1
"4616","inkompatibilis",-1
"4617","inkompetencia",-1
"4618","inkompetens",-1
"4619","inkongruens",-1
"4620","inkonzekvencia",-1
"4621","inkonzekvens",-1
"4622","inkonzisztencia",-1
"4623","inkonzisztens",-1
"4624","inog",-1
"4625","ínség",-1
"4626","ínséges",-1
"4627","instabil",-1
"4628","instabilitás",-1
"4629","intolerancia",-1
"4630","intoleráns",-1
"4631","intõ",-1
"4632","intrika",-1
"4633","inzultálás",-1
"4634","irányíthatatlan",-1
"4635","írástudatan",-1
"4636","irgalmatlan",-1
"4637","irigy",-1
"4638","irigykedik",-1
"4639","irigykedõ",-1
"4640","ironikus",-1
"4641","irracionális",-1
"4642","irreális",-1
"4643","irreleváns",-1
"4644","irremediábilis",-1
"4645","irritáció",-1
"4646","irritál",-1
"4647","irritáló",-1
"4648","irritált",-1
"4649","irtózás",-1
"4650","irtózat",-1
"4651","irtózatos",-1
"4652","irtózik",-1
"4653","irtóztató",-1
"4654","iskolakerülõ",-1
"4655","iskolázatlan",-1
"4656","istenkáromlás",-1
"4657","istenkáromló",-1
"4658","istentagadó",-1
"4659","istentelen",-1
"4660","istentelenség",-1
"4661","istenverte",-1
"4662","iszákos",-1
"4663","iszony",-1
"4664","iszonyat",-1
"4665","iszonyatos",-1
"4666","iszonyodik",-1
"4667","iszonytató",-1
"4668","iszonyú",-1
"4669","ítélkezik",-1
"4670","ittas",-1
"4671","izeg-mozog",-1
"4672","izgága",-1
"4673","izgatószer",-1
"4674","izgatott",-1
"4675","izgul",-1
"4676","ízlésficam",-1
"4677","ízlésromboló",-1
"4678","ízléstelen",-1
"4679","ízléstelenség",-1
"4680","izolált",-1
"4681","izzadságszagú",-1
"4682","izzadtságszagú",-1
"4683","jajgat",-1
"4684","járhatatlan",-1
"4685","járvány",-1
"4686","javíthatatlan",-1
"4687","javíthatatlanul",-1
"4688","jelentéktelen",-1
"4689","jelentéktelenség",-1
"4690","jelentéktelenül",-1
"4691","jellemtelen",-1
"4692","jelzálog",-1
"4693","jelzáloghitel",-1
"4694","jobbágyság",-1
"4695","jogellenesen",-1
"4696","jogellenességet",-1
"4697","jogosulatlan",-1
"4698","jogsértés",-1
"4699","jogsértõ",-1
"4700","jogszerûtlen",-1
"4701","jogtalan",-1
"4702","jogtalanság",-1
"4703","jómadár",-1
"4704","jóvátehetetlen",-1
"4705","jöttment",-1
"4706","júdás",-1
"4707","jusztis",-1
"4708","kábít",-1
"4709","kábítószer",-1
"4710","kábítószer-csempész",-1
"4711","kábítószer-kereskedõ",-1
"4712","kábítószerezõ",-1
"4713","kábszer",-1
"4714","kábszeres",-1
"4715","kábulat",-1
"4716","kádárista",-1
"4717","kaka",-1
"4718","kakás",-1
"4719","kaki",-1
"4720","kakofónia",-1
"4721","kallódik",-1
"4722","kamatyol",-1
"4723","kancsal",-1
"4724","kankó",-1
"4725","kannabis",-1
"4726","kannabisz",-1
"4727","kannibál",-1
"4728","káosz",-1
"4729","kaotikus",-1
"4730","kapatos",-1
"4731","kapkodás",-1
"4732","kapkodó",-1
"4733","kaptató",-1
"4734","kapufa",-1
"4735","kaputt",-1
"4736","kapzsi",-1
"4737","kapzsiság",-1
"4738","kár",-1
"4739","karambol",-1
"4740","karantén",-1
"4741","karattyol",-1
"4742","kárhozat",-1
"4743","kárhozatos",-1
"4744","kárhozott",-1
"4745","kárhoztat",-1
"4746","kárhoztatás",-1
"4747","karikíroz",-1
"4748","károg",-1
"4749","károkozó",-1
"4750","káromkodás",-1
"4751","káromkodik",-1
"4752","káromol",-1
"4753","káros",-1
"4754","károsít",-1
"4755","károsító",-1
"4756","károsul",-1
"4757","károsult",-1
"4758","kárörvendõ",-1
"4759","kártékony",-1
"4760","kártérítetlen",-1
"4761","katasztrófa",-1
"4762","katasztrofális",-1
"4763","katasztrofálisan",-1
"4764","katyvasz",-1
"4765","kavalkád",-1
"4766","kavarodás",-1
"4767","kecmereg",-1
"4768","kedveszegett",-1
"4769","kedvetlen",-1
"4770","kedvezõtlen",-1
"4771","kedvtelen",-1
"4772","kedvtelenség",-1
"4773","kedvtelenül",-1
"4774","kegyeskedik",-1
"4775","kegyetlen",-1
"4776","kegyetlenebb",-1
"4777","kegyetlenkedés",-1
"4778","kegyetlenkedik",-1
"4779","kegyetlennek",-1
"4780","kegyetlenség",-1
"4781","kegyetlenül",-1
"4782","kegyvesztett",-1
"4783","kéjhölgy",-1
"4784","kekeckedik",-1
"4785","kelekótya",-1
"4786","kelés",-1
"4787","kelevény",-1
"4788","kellemetlen",-1
"4789","kellemetlenkedõ",-1
"4790","kellemetlenség",-1
"4791","kellemetlenül",-1
"4792","kelletlen",-1
"4793","kelletlenül",-1
"4794","keményfejû",-1
"4795","keménykedik",-1
"4796","keménykezû",-1
"4797","keményszívû",-1
"4798","keményvonalas",-1
"4799","kényelmetlen",-1
"4800","kényelmetlenség",-1
"4801","kényelmetlenül",-1
"4802","kényes",-1
"4803","kényeskedõ",-1
"4804","kényszer",-1
"4805","kényszerbetegség",-1
"4806","kényszercselekvés",-1
"4807","kényszeredett",-1
"4808","kényszergondolat",-1
"4809","kényszerít",-1
"4810","kényszerítés",-1
"4811","kényszermunka",-1
"4812","kényszermunka-tábor",-1
"4813","kényszerült",-1
"4814","kényszerûség",-1
"4815","kényszerzubbony",-1
"4816","kénytelen",-1
"4817","kényúr",-1
"4818","képmutatás",-1
"4819","képmutató",-1
"4820","képtelen",-1
"4821","képtelenség",-1
"4822","képtelenül",-1
"4823","képzetlen",-1
"4824","kéregetõ",-1
"4825","keresztülvihetetlen",-1
"4826","kerge",-1
"4827","kerget",-1
"4828","kérkedik",-1
"4829","kérkedõ",-1
"4830","kérlelhetetlen",-1
"4831","kertel",-1
"4832","késedelem",-1
"4833","késedelmes",-1
"4834","kesereg",-1
"4835","keserûség",-1
"4836","keserves",-1
"4837","keservesen",-1
"4838","késés",-1
"4839","késik",-1
"4840","késlekedik",-1
"4841","késleltet",-1
"4842","késleltetés",-1
"4843","késleltetett",-1
"4844","kétbalkezes",-1
"4845","kétely",-1
"4846","kétes",-1
"4847","kétségbeejtõ",-1
"4848","kétségbeejtõen",-1
"4849","kétségbeesés",-1
"4850","kétségbeesett",-1
"4851","kétségbeesetten",-1
"4852","kétségbeesik",-1
"4853","kétszínû",-1
"4854","kétszínûség",-1
"4855","ketyós",-1
"4856","kettyós",-1
"4857","kevély",-1
"4858","kevesbedik",-1
"4859","kezeletlen",-1
"4860","kezelhetetlen",-1
"4861","kiábrándít",-1
"4862","kiábránditó",-1
"4863","kiábrándító",-1
"4864","kiábrándítóan",-1
"4865","kiábrándul",-1
"4866","kiábrándulás",-1
"4867","kiábrándult",-1
"4868","kiállhatatlan",-1
"4869","kialvatlan",-1
"4870","kibabrál",-1
"4871","kibasz",-1
"4872","kibaszott",-1
"4873","kibékíthetetlen",-1
"4874","kibelez",-1
"4875","kibeszél",-1
"4876","kibírhatatlan",-1
"4877","kibogozhatatlan",-1
"4878","kibogózhatatlan",-1
"4879","kibúvó",-1
"4880","kicikiz",-1
"4881","kicsal",-1
"4882","kicsap",-1
"4883","kicsapong",-1
"4884","kicsapongás",-1
"4885","kicsapongó",-1
"4886","kicserepesedett",-1
"4887","kicserepesedik",-1
"4888","kicsinál",-1
"4889","kicsinyes",-1
"4890","kicsinyeskedõ",-1
"4891","kicsorbult",-1
"4892","kicsúfol",-1
"4893","kidob",-1
"4894","kidobnivaló",-1
"4895","kidolgozatlan",-1
"4896","kidöglik",-1
"4897","kidöglött",-1
"4898","kidõlt",-1
"4899","kidörzsöl",-1
"4900","kiegészítendõ",-1
"4901","kiegészítetlen",-1
"4902","kiegészíthetetlen",-1
"4903","kiégett",-1
"4904","kiegyenlítetlen",-1
"4905","kiegyenlíthetetlen",-1
"4906","kiegyensúlyozatlan",-1
"4907","kiegyensúlyozatlanság",-1
"4908","kiéhezett",-1
"4909","kielégítetlen",-1
"4910","kielégíthetetlen",-1
"4911","kiengesztelhetetlen",-1
"4912","kifakult",-1
"4913","kifecseg",-1
"4914","kificamít",-1
"4915","kificamodott",-1
"4916","kifiguráz",-1
"4917","kifingat",-1
"4918","kifizetetlen",-1
"4919","kifizethetetlen",-1
"4920","kifogás",-1
"4921","kifogásolható",-1
"4922","kiforgat",-1
"4923","kifoszt",-1
"4924","kifülyül",-1
"4925","kifütyül",-1
"4926","kigúnyol",-1
"4927","kikotyog",-1
"4928","kiközösít",-1
"4929","kiközösített",-1
"4930","kilátástalan",-1
"4931","kilengés",-1
"4932","kilengõ",-1
"4933","kiloccsantás",-1
"4934","kíméletlen",-1
"4935","kíméletlenség",-1
"4936","kíméletlensége",-1
"4937","kíméletlenül",-1
"4938","kimerül",-1
"4939","kimerülés",-1
"4940","kimerült",-1
"4941","kimerültség",-1
"4942","kimustrált",-1
"4943","kín",-1
"4944","kinevet",-1
"4945","kinevetés",-1
"4946","kínlódás",-1
"4947","kínlódik",-1
"4948","kínnal",-1
"4949","kínos",-1
"4950","kínosan",-1
"4951","kínoz",-1
"4952","kínvallatás",-1
"4953","kínzásokat",-1
"4954","kínzó",-1
"4955","kínzóan",-1
"4956","kínzókamra",-1
"4957","kinyiffanás",-1
"4958","kinyiffant",-1
"4959","kinyír",-1
"4960","kinyúvad",-1
"4961","kinyúvadás",-1
"4962","kinyuvaszt",-1
"4963","kinyúvaszt",-1
"4964","kioktatás",-1
"4965","kiolt",-1
"4966","kiöl",-1
"4967","kipált",-1
"4968","kipellengérez",-1
"4969","kipenderít",-1
"4970","kipingált",-1
"4971","kipletykál",-1
"4972","kipurcanás",-1
"4973","kipurcant",-1
"4974","kipusztít",-1
"4975","kirabol",-1
"4976","kirekeszt",-1
"4977","kirekesztett",-1
"4978","kirepedezik",-1
"4979","kirívó",-1
"4980","kirojtolódzik",-1
"4981","kirojtolózik",-1
"4982","kirojtosodik",-1
"4983","kiröhög",-1
"4984","kirúg",-1
"4985","kirúgott",-1
"4986","kisajátít",-1
"4987","kisajátítás",-1
"4988","kisemmiz",-1
"4989","kísértet",-1
"4990","kísértõ",-1
"4991","kishitû",-1
"4992","kisír",-1
"4993","kislelkû",-1
"4994","kisnyugdíj",-1
"4995","kispöcs",-1
"4996","kisstílû",-1
"4997","kiszámíthatatlan",-1
"4998","kiszikkad",-1
"4999","kiszipolyoz",-1
"5000","kiszolgáltatott",-1
"5001","kitagad",-1
"5002","kitaszított",-1
"5003","kitilt",-1
"5004","kitiltott",-1
"5005","kitoloncol",-1
"5006","kitöröl",-1
"5007","kitúr",-1
"5008","kiutasít",-1
"5009","kiuzsorázott",-1
"5010","kiütés",-1
"5011","kivág",-1
"5012","kivagyi",-1
"5013","kivagyiság",-1
"5014","kivagyiskodik",-1
"5015","kivárhatatlan",-1
"5016","kivédhetetlen",-1
"5017","kivégez",-1
"5018","kivégzés",-1
"5019","kivénhedt",-1
"5020","kivetett",-1
"5021","kivetnivaló",-1
"5022","kivihetetlen",-1
"5023","kivilágítatlan",-1
"5024","kivitelezhetetlen",-1
"5025","kizárás",-1
"5026","kizavarják",-1
"5027","kizsákmányol",-1
"5028","kizsákmányolás",-1
"5029","kizsebel",-1
"5030","kizsigerel",-1
"5031","kizsigerelt",-1
"5032","klausztrofóbia",-1
"5033","klikkesedés",-1
"5034","klikkesedik",-1
"5035","klisé",-1
"5036","klisés",-1
"5037","kóborog",-1
"5038","kóborol",-1
"5039","kockázat",-1
"5040","kockázatok",-1
"5041","kockázatos",-1
"5042","kockáztat",-1
"5043","kódorog",-1
"5044","kohol",-1
"5045","koholmány",-1
"5046","koholt",-1
"5047","kókadozik",-1
"5048","kókadt",-1
"5049","kokain",-1
"5050","kókler",-1
"5051","kokott",-1
"5052","koldul",-1
"5053","koldus",-1
"5054","koldusszegény",-1
"5055","kolera",-1
"5056","kolerás",-1
"5057","kolonc",-1
"5058","komisz",-1
"5059","kommersz",-1
"5060","komolytalan",-1
"5061","komor",-1
"5062","komótos",-1
"5063","kompenzálatlan",-1
"5064","kompenzálhatatlan",-1
"5065","komplikáció",-1
"5066","komplikál",-1
"5067","komplikált",-1
"5068","kompromittál",-1
"5069","koncentrációzavar",-1
"5070","koncepciótlan",-1
"5071","konfliktus",-1
"5072","konfrontáció",-1
"5073","konfrontálódik",-1
"5074","konok",-1
"5075","konspiráció",-1
"5076","konspiráns",-1
"5077","konspiratív",-1
"5078","kontár",-1
"5079","kontárkodás",-1
"5080","kontármunka",-1
"5081","kontradiktorikus",-1
"5082","kontradiktórikus",-1
"5083","kontradiktorius",-1
"5084","kontradiktórius",-1
"5085","kontraproduktív",-1
"5086","kopár",-1
"5087","kopaszodás",-1
"5088","kópé",-1
"5089","koplal",-1
"5090","kopott",-1
"5091","koppincs",-1
"5092","korbács",-1
"5093","korcs",-1
"5094","korcsosul",-1
"5095","korhadt",-1
"5096","korhely",-1
"5097","korhol",-1
"5098","korholó",-1
"5099","korlátolt",-1
"5100","korlátoz",-1
"5101","korlátozás",-1
"5102","korlátozó",-1
"5103","korlátozott",-1
"5104","korlátozza",-1
"5105","kornyadozik",-1
"5106","koros",-1
"5107","kóros",-1
"5108","korosodó",-1
"5109","korrigálhatatlan",-1
"5110","korrodálósik",-1
"5111","korrózió",-1
"5112","korrupt",-1
"5113","korszerûtlen",-1
"5114","kosz",-1
"5115","koszos",-1
"5116","kotnyeles",-1
"5117","kotorászik",-1
"5118","kótyagos",-1
"5119","kotyvaszt",-1
"5120","kóvályog",-1
"5121","köcsögölõ",-1
"5122","köcsögösködõ",-1
"5123","ködösít",-1
"5124","költekezõ",-1
"5125","költséges",-1
"5126","köntörfalaz",-1
"5127","könnyelmû",-1
"5128","könnyûvérû",-1
"5129","könyöradomány",-1
"5130","könyörtelen",-1
"5131","könyörtelenül",-1
"5132","köp",-1
"5133","köpcös",-1
"5134","köpköd",-1
"5135","köpönyegforgató",-1
"5136","köpött",-1
"5137","körmönfont",-1
"5138","körülményes",-1
"5139","kõszívû",-1
"5140","kötekedik",-1
"5141","kötekedõ",-1
"5142","kötekszik",-1
"5143","kötelezettségmulasztás",-1
"5144","kötélrevaló",-1
"5145","kötözködik",-1
"5146","kövér",-1
"5147","követel",-1
"5148","követelõzõ",-1
"5149","követhetetlen",-1
"5150","következetlen",-1
"5151","következetlenség",-1
"5152","következetlenül",-1
"5153","középszerû",-1
"5154","közhely",-1
"5155","közhelyes",-1
"5156","közönséges",-1
"5157","közöny",-1
"5158","közönyös",-1
"5159","krach",-1
"5160","krajcároskodó",-1
"5161","krakk",-1
"5162","kretén",-1
"5163","kriminális",-1
"5164","kritizál",-1
"5165","kritizáló",-1
"5166","krízis",-1
"5167","krónikus",-1
"5168","kudarc",-1
"5169","kudarcok",-1
"5170","kujon",-1
"5171","kujtorog",-1
"5172","kukacos",-1
"5173","kukacoskodik",-1
"5174","kukacoskodó",-1
"5175","kukás",-1
"5176","kukázik",-1
"5177","kukkol",-1
"5178","kullog",-1
"5179","kulturálatlan",-1
"5180","kupi",-1
"5181","kupleráj",-1
"5182","kúr",-1
"5183","kurafi",-1
"5184","kurtizán",-1
"5185","kuruzsló",-1
"5186","kurva",-1
"5187","kurvák",-1
"5188","kurvás",-1
"5189","kurvázás",-1
"5190","kurvul",-1
"5191","kusza",-1
"5192","kutat-fitet",-1
"5193","kutyagol",-1
"5194","kutyaszorító",-1
"5195","küszködik",-1
"5196","küzd",-1
"5197","küzdelem",-1
"5198","küzdelmek",-1
"5199","küzdelmes",-1
"5200","küzdött",-1
"5201","labilis",-1
"5202","lacafacázik",-1
"5203","lagymatag",-1
"5204","laikus",-1
"5205","lakol",-1
"5206","langyi",-1
"5207","lankadt",-1
"5208","lankasztó",-1
"5209","lanyha",-1
"5210","lányrablás",-1
"5211","lapít",-1
"5212","lappangó",-1
"5213","lárma",-1
"5214","lármás",-1
"5215","lármázás",-1
"5216","lármázó",-1
"5217","lator",-1
"5218","lázad",-1
"5219","lázadás",-1
"5220","lázadó",-1
"5221","lázongás",-1
"5222","lazsál",-1
"5223","lealacsonyít",-1
"5224","lealacsonyodás",-1
"5225","lealacsonyodik",-1
"5226","lealáz",-1
"5227","lealjasít",-1
"5228","lealjasulás",-1
"5229","lebaltáz",-1
"5230","lébecol",-1
"5231","lebénul",-1
"5232","lebeszélhetetlen",-1
"5233","lebõg",-1
"5234","lebzsel",-1
"5235","lecigányoz",-1
"5236","leckéztet",-1
"5237","lecsúszott",-1
"5238","ledér",-1
"5239","ledorongol",-1
"5240","ledönt",-1
"5241","ledvetlenül",-1
"5242","leég",-1
"5243","leéget",-1
"5244","leépítés",-1
"5245","leértékelõdik",-1
"5246","lefagy",-1
"5247","lefejel",-1
"5248","lefikáz",-1
"5249","lefikkant",-1
"5250","lefing",-1
"5251","lefitymál",-1
"5252","lefittyen",-1
"5253","lefizet",-1
"5254","lefizethetõ",-1
"5255","lefokoz",-1
"5256","lefokozás",-1
"5257","légbõlkapott",-1
"5258","legkegyetlenebb",-1
"5259","legyengít",-1
"5260","legyengítõ",-1
"5261","léha",-1
"5262","lehallgat",-1
"5263","lehangol",-1
"5264","lehangoló",-1
"5265","lehangolóan",-1
"5266","lehangolt",-1
"5267","lehangoltan",-1
"5268","lehány",-1
"5269","leharcolt",-1
"5270","lehetetlen",-1
"5271","lehetetlenség",-1
"5272","lehízott",-1
"5273","lehorzsol",-1
"5274","lehurrog",-1
"5275","lehúz",-1
"5276","léhûtõ",-1
"5277","leigáz",-1
"5278","leigázás",-1
"5279","lejárat",-1
"5280","lejárt",-1
"5281","lekaszabol",-1
"5282","lekezel",-1
"5283","lekezelés",-1
"5284","lekezelõ",-1
"5285","lekiabál",-1
"5286","lekicsinylõ",-1
"5287","lekicsinylõen",-1
"5288","lekókad",-1
"5289","lekonyul",-1
"5290","lekoptathatatlan",-1
"5291","leköp",-1
"5292","leköszön",-1
"5293","leküzdhetetlen",-1
"5294","lekvárseggû",-1
"5295","lelécel",-1
"5296","lélekfacsaró",-1
"5297","lélekszakadva",-1
"5298","lélektelen",-1
"5299","lelencház",-1
"5300","lelketlen",-1
"5301","lelkifurdalás",-1
"5302","lelkiismeretfurdalás",-1
"5303","lelkiismeretlen",-1
"5304","lelomboz",-1
"5305","lelombozott",-1
"5306","lelõ",-1
"5307","lemálik",-1
"5308","lemaradás",-1
"5309","lemaradó",-1
"5310","lemaradt",-1
"5311","lemészárol",-1
"5312","lemond",-1
"5313","lemondás",-1
"5314","lemondó",-1
"5315","lemorzsolódás",-1
"5316","lemorzsolódik",-1
"5317","lenáciz",-1
"5318","lenézés",-1
"5319","lenézõen",-1
"5320","lényegtelen",-1
"5321","lenyes",-1
"5322","leolt",-1
"5323","leoperál",-1
"5324","lepaktál",-1
"5325","lepattog",-1
"5326","lepattogott",-1
"5327","lepattogzott",-1
"5328","lepénzel",-1
"5329","lepisszeg",-1
"5330","leplez",-1
"5331","lepuffant",-1
"5332","lepukkant",-1
"5333","leragadt",-1
"5334","leráz",-1
"5335","lerázhatatlan",-1
"5336","lerészegedés",-1
"5337","lerobbant",-1
"5338","lerohan",-1
"5339","lerombol",-1
"5340","lerorhan",-1
"5341","les",-1
"5342","leselkedés",-1
"5343","lesipuskás",-1
"5344","lesoványodott",-1
"5345","lestrapált",-1
"5346","lesújt",-1
"5347","lesújtó",-1
"5348","lesújtott",-1
"5349","leszakadó",-1
"5350","leszámolás",-1
"5351","leszar",-1
"5352","leszerepel",-1
"5353","leszid",-1
"5354","leszól",-1
"5355","leszúr",-1
"5356","letaglóz",-1
"5357","letámad",-1
"5358","letargia",-1
"5359","letargiás",-1
"5360","letargikus",-1
"5361","letarol",-1
"5362","leterhel",-1
"5363","letilt",-1
"5364","letol",-1
"5365","letorkol",-1
"5366","letör",-1
"5367","letört",-1
"5368","létrehozhatatlan",-1
"5369","létszámcsökkentés",-1
"5370","létszámleépítés",-1
"5371","leüvölt",-1
"5372","levág",-1
"5373","levágás",-1
"5374","levágott",-1
"5375","levakarhatatlan",-1
"5376","levedzik",-1
"5377","levegõtlen",-1
"5378","lever",-1
"5379","levert",-1
"5380","levertség",-1
"5381","levon",-1
"5382","lezabál",-1
"5383","lezáratlan",-1
"5384","lézeng",-1
"5385","lezuhan",-1
"5386","lezsibbaszt",-1
"5387","lezsidóz",-1
"5388","lezsíroz",-1
"5389","lidérc",-1
"5390","lidérces",-1
"5391","lidércnyomás",-1
"5392","likvidál",-1
"5393","likvidálás",-1
"5394","limlom",-1
"5395","linkóci",-1
"5396","locsi-fecsi",-1
"5397","locsifecsi",-1
"5398","locsogás",-1
"5399","lódító",-1
"5400","logikátlan",-1
"5401","logikátlanság",-1
"5402","logikátlanul",-1
"5403","lógós",-1
"5404","lókötõ",-1
"5405","lom",-1
"5406","lomha",-1
"5407","lop",-1
"5408","lopakodik",-1
"5409","lopás",-1
"5410","lopódzik",-1
"5411","lopós",-1
"5412","lopott",-1
"5413","lószar",-1
"5414","lotyó",-1
"5415","lõdörög",-1
"5416","lökdös",-1
"5417","lökdösõdik",-1
"5418","ludas",-1
"5419","lumper",-1
"5420","lumpolás",-1
"5421","lumpoló",-1
"5422","lusta",-1
"5423","lustálkodik",-1
"5424","lustálkodó",-1
"5425","lúzer",-1
"5426","lüke",-1
"5427","lütyõ",-1
"5428","macera",-1
"5429","macerál",-1
"5430","macerás",-1
"5431","macskazsinat",-1
"5432","maffiatag",-1
"5433","maffiózó",-1
"5434","mafla",-1
"5435","magakelletõ",-1
"5436","magamutogató",-1
"5437","magányos",-1
"5438","magatehetetlen",-1
"5439","májrák",-1
"5440","majré",-1
"5441","majrés",-1
"5442","majrézik",-1
"5443","majrézó",-1
"5444","makacs",-1
"5445","makacskodik",-1
